Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Minimum Salary,Maximum Salary,Average Salary,salary_category,Rating Interval,Min Employees,Max Employees,Ownership Category,Ownership_College / University,Ownership_Company - Private,Ownership_Company - Public,Ownership_Contract,Ownership_Government,Ownership_Hospital,Ownership_Nonprofit Organization,Ownership_Other Organization,Ownership_Private Practice / Firm,Ownership_Self-employed,Ownership_Subsidiary or Business Segment,Education Level,Experience Level,python,excel,hadoop,spark,aws,tableau,State
Data Scientist,145-225,,Microagility,"New York, NY","Princeton, NJ",1 - 50 ,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),145,225,185,High,,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,0,1,0,0,0,0, NY
Data Scientist,145-225,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",51 - 200 ,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),145,225,185,High,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,0,0,0,0,0,0, CA
"Development Scientist, Voltaren",145-225,3.9,GSK,"Richmond, VA","Brentford, United Kingdom",10000+ ,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),145,225,185,High,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,0,0,0,0,1,0, VA
Data Scientist,145-225,,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1 - 50 ,,Company - Private,,,Unknown / Non-Applicable,145,225,185,High,,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Mid-Senior,0,1,0,0,0,0, OH
Data Scientist,79-147 ,3.7,GovTech,"San Francisco, CA","Singapore, Singapore",1001 - 5000 ,2016,Government,Federal Agencies,Government,Unknown / Non-Applicable,79,147,113,Low,3-4,1001 , 5000 ,Public,False,False,False,False,True,False,False,False,False,False,False,Bachelor,Not Mentioned,1,1,0,0,0,1, CA
Data Scientist,79-147 ,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA",501 - 1000 ,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,79,147,113,Low,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,0,0,0,0, WA
Data Engineer,79-147 ,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79,147,113,Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,1,0,0,0, CA
Data Scientist,79-147 ,3.7,22nd Century Technologies,"Oakland, CA","Somerset, NJ",1001 - 5000 ,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),79,147,113,Low,3-4,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,0,0,0,0,0,0, CA
Data Scientist,79-147 ,3.3,Huxley,"San Francisco, CA","London, United Kingdom",201 - 500 ,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),79,147,113,Low,3-4,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Advanced degree,Entry,1,0,0,0,0,0, CA
Data Scientist,79-147 ,3.4,FM Systems,"Boston, MA","Raleigh, NC",51 - 200 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),79,147,113,Low,3-4,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,1,0,1,1,0, MA
Data Scientist,79-147 ,,B4Corp,"Reston, VA","Leesburg, VA",51 - 200 ,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79,147,113,Low,,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,0,0,0,0, VA
Machine Learning Engineer,79-147 ,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",501 - 1000 ,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,147,113,Low,3-4,501 , 1000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Mid-Senior,1,0,0,0,0,0, VA
Principal Data & Analytics Platform Engineer,79-147 ,3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC","Durham, NC",1001 - 5000 ,1933,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),79,147,113,Low,3-4,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Senior,1,1,0,1,1,0, NC
Machine Learning Engineer/Scientist,79-147 ,4.8,Jane Street,"New York, NY","New York, NY",501 - 1000 ,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,79,147,113,Low,4-5,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Senior,0,0,0,0,0,0, NY
Data Scientist,79-147 ,5.0,SSATI,"McLean, VA","Annapolis Junction, MD",1 - 50 ,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),79,147,113,Low,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,0,0,0,0, VA
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-147 ,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,147,113,Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Entry,0,0,0,0,0,0, MA
Data Scientist,79-147 ,3.4,Solving IT International Inc,"Chicago, IL","Chicago, IL",501 - 1000 ,,Company - Private,,,Unknown / Non-Applicable,79,147,113,Low,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,0,1,0,0,0,0, IL
Data Scientist,79-147 ,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ ,,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),79,147,113,Low,3-4,10001 ,10000+ ,Other,False,False,False,False,False,False,False,False,False,True,False,Bachelor,Entry,1,1,0,0,0,0, OH
Data Scientist,79-147 ,4.6,Centauri,"Reston, VA","Chantilly, VA",501 - 1000 ,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,147,113,Low,4-5,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Senior,0,0,0,0,0,0, VA
Data Scientist,79-147 ,,Stride Search,"San Francisco, CA","Westlake Village, CA",1 - 50 ,,Company - Private,,,Less than $1 million (USD),79,147,113,Low,,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Senior,1,0,0,0,0,0, CA
Machine Learning Engineer,79-147 ,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,79,147,113,Low,2-3,501 , 1000 ,Nonprofit,True,False,False,False,False,False,False,False,False,False,False,PhD,Senior,1,0,0,0,0,0, PA
Data Analyst - Unilever Prestige,79-147 ,3.8,Dermalogica,"Carson, CA","Carson, CA",201 - 500 ,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),79,147,113,Low,3-4,201 , 500 ,Private,False,False,False,False,False,False,False,False,False,False,True,Bachelor,Mid-Senior,1,0,0,0,0,1, CA
Data Scientist,79-147 ,4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 - 50 ,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79,147,113,Low,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,0,0,0,1, NY
"VP, Data Science",79-147 ,3.9,7Park Data,"New York, NY","New York, NY",51 - 200 ,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,79,147,113,Low,3-4,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Master,Senior,1,1,0,1,0,0, NY
Data Scientist,122-146 ,4.0,Netskope,"Santa Clara, CA","Santa Clara, CA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,122,146,134,Medium,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,1,0,1,0,0, CA
Data Scientist,122-146 ,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA",51 - 200 ,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),122,146,134,Medium,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Phd,Entry,1,0,0,0,0,0, CA
Senior Business Intelligence Analyst,122-146 ,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001 - 5000 ,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),122,146,134,Medium,3-4,1001 , 5000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,0,0,0,0,0,0, MN
Data Scientist,122-146 ,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 - 5000 ,,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),122,146,134,Medium,2-3,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,0,0,0,0,0,0, OH
Data Engineer - Kafka,122-146 ,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),122,146,134,Medium,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,master,Senior,1,0,1,1,1,0, CA
Data Scientist,122-146 ,2.9,"Shimento, Inc.","Santa Clara, CA","Benicia, CA",1 - 50 ,,Company - Private,,,$1 to $5 million (USD),122,146,134,Medium,2-3,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,1,1,0,0, CA
Data Scientist,122-146 ,5.0,Averity,"New York, NY","New York, NY",1 - 50 ,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,122,146,134,Medium,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Master,Mid-Senior,0,0,0,0,0,0, NY
Data Scientist,122-146 ,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201 - 500 ,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),122,146,134,Medium,4-5,201 , 500 ,Private,False,False,False,False,False,False,False,False,False,False,True,Master,Entry,0,0,0,0,1,0, VA
Data Scientist,122-146 ,,Point72 Ventures,"Palo Alto, CA",,Unknown,,,,,,122,146,134,Medium,,Unknown,Unknown,Other,False,False,False,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,0,0,0,0,0,0, CA
Decision Scientist,122-146 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 - 10000 ,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),122,146,134,Medium,4-5,5001 , 10000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,PhD,Entry,0,1,0,1,0,0, MD
Data Scientist,122-146 ,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1 - 50 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,122,146,134,Medium,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,0,0,1,1,0, MA
Data Science All Star Program - Data Engineer Track,122-146 ,4.6,Blend360,"Columbia, MD","Columbia, MD",51 - 200 ,2002,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,122,146,134,Medium,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,master,Entry,1,0,1,1,1,0, MD
Data Scientist - TS/SCI FSP or CI Required,122-146 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 - 50 ,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),122,146,134,Medium,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,0,1,0,0, MD
Data Analyst,122-146 ,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",51 - 200 ,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD),122,146,134,Medium,3-4,51 , 200 ,Public,False,False,True,False,False,False,False,False,False,False,False,bachelor,Not Mentioned,1,1,0,0,0,1, VA
Data Scientist,122-146 ,,Hatch Data Inc,"San Francisco, CA",,Unknown,,,,,,122,146,134,Medium,,Unknown,Unknown,Other,False,False,False,False,False,False,False,False,False,False,False,Bachelor,Mid-Senior,1,0,0,1,1,0, CA
Senior Data Scientist,122-146 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 - 10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),122,146,134,Medium,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,1,1,0,0,0,0, VA
Data Scientist,112-116 ,4.3,Quick Base,"Cambridge, MA","Cambridge, MA",201 - 500 ,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,112,116,114,Low,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,0,0,0,1, MA
Data Scientist,112-116 ,3.7,Takeda,"Cambridge, MA","OSAKA, Japan",10000+ ,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),112,116,114,Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Entry,1,0,0,1,0,0, MA
Data Scientist,112-116 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 - 10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),112,116,114,Low,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,1,1,0,1, VA
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,112-116 ,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),112,116,114,Low,3-4,1001 , 5000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,Not Mentioned,Mid-Senior,1,1,0,0,0,0, OK
Data Scientist,112-116 ,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 - 200 ,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,112,116,114,Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Master,Not Mentioned,1,0,0,0,0,0, CA
Data Science Software Engineer,112-116 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,112,116,114,Low,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,bachelor,Senior,1,0,0,0,0,0, MA
AI Ops Data Scientist,112-116 ,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),112,116,114,Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Master,Mid-Senior,1,0,1,1,1,0, MD
Data Scientist,112-116 ,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 - 200 ,,Company - Private,,,Unknown / Non-Applicable,112,116,114,Low,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,0,0,0,0,0,0, NJ
Data Scientist,112-116 ,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ ,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,112,116,114,Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,1,0,0,0, MD
Data Scientist,112-116 ,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",1 - 50 ,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,112,116,114,Low,4-5,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,0,0,0,0,0, DC
Scientist - Machine Learning,112-116 ,3.5,Allen Institute,"Seattle, WA","Seattle, WA",201 - 500 ,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),112,116,114,Low,3-4,201 , 500 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,PhD,Entry,0,0,0,0,0,0, WA
Data Scientist,112-116 ,4.4,Eliassen Group,"Plano, TX","Reading, MA",1001 - 5000 ,1989,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),112,116,114,Low,4-5,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Master,Entry,1,0,0,0,0,0, TX
Data Scientist,112-116 ,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1 - 50 ,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),112,116,114,Low,3-4,1 , 50 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,1,0,0,0,1, CA
Sr. Data Scientist,112-116 ,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 - 500 ,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,112,116,114,Low,3-4,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,0,0,0,0, CO
Data Scientist,112-116 ,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001 - 5000 ,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),112,116,114,Low,3-4,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,0,0,0,0, CA
Data Scientist,112-116 ,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001 - 10000 ,,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,112,116,114,Low,3-4,5001 , 10000 ,Private,False,False,False,False,False,False,False,False,False,False,True,Not Mentioned,Entry,1,1,0,0,0,0, VA
Analytics Manager - Data Mart,112-116 ,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),112,116,114,Low,3-4,501 , 1000 ,Nonprofit,False,False,False,False,False,False,True,False,False,False,False,Bachelor,Entry,0,0,0,0,0,1, CA
Data Modeler (Analytical Systems),112-116 ,3.7,MassMutual,"Boston, MA","Springfield, MA",5001 - 10000 ,,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),112,116,114,Low,3-4,5001 , 10000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Senior,0,1,1,1,0,0, MA
Applied AI Scientist / Engineer,112-116 ,5.0,"New Iron Group, Inc.","Boston, MA","Austin, TX",1 - 50 ,2003,Contract,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,112,116,114,Low,4-5,1 , 50 ,Other,False,False,False,True,False,False,False,False,False,False,False,Master,Mid-Senior,1,0,0,0,0,0, MA
"Data Engineer (Analytics, SQL, Python, AWS)",112-116 ,4.0,Travelers,"Hartford, CT","Hartford, CT",10000+ ,,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),112,116,114,Low,3-4,10001 ,10000+ ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,0,1,1,0, CT
Senior Data Analyst - Finance & Platform Analytics,112-116 ,3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001 - 5000 ,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,112,116,114,Low,3-4,1001 , 5000 ,Private,False,False,False,False,False,False,False,False,False,False,True,Bachelor,Entry,1,0,0,0,0,1, CA
Senior Data Scientist,110-163 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,110,163,136,Medium,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Senior,0,0,0,0,0,0, MA
Market Research Data Scientist,110-163 ,3.8,GutCheck,"Denver, CO","Denver, CO",51 - 200 ,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),110,163,136,Medium,3-4,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,0,1,0,0,0,0, CO
IT Partner Digital Health Technology and Data Science,110-163 ,3.6,Biogen,"Cambridge, MA","Cambridge, MA",5001 - 10000 ,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),110,163,136,Medium,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Entry,0,1,0,0,0,0, MA
Data Scientist,110-163 ,,HireAi,"San Francisco, CA",,Unknown,,,,,,110,163,136,Medium,,Unknown,Unknown,Other,False,False,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,1,0,1,0,1, CA
"Senior Machine Learning Scientist - Bay Area, CA",110-163 ,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,110,163,136,Medium,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,1,0,0,0,1,0, CA
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",110-163 ,4.1,Mentor Graphics,"Fremont, CA","Wilsonville, OR",5001 - 10000 ,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),110,163,136,Medium,4-5,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Not Mentioned,Entry,1,1,0,0,0,0, CA
Senior Clinical Data Scientist Programmer,110-163 ,3.6,WCG (WIRB-Copernicus Group),"Hamilton, NJ","Princeton, NJ",1001 - 5000 ,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),110,163,136,Medium,3-4,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,0,1,0,0,0,0, NJ
Data Engineer,110-163 ,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51 - 200 ,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),110,163,136,Medium,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Mid-Senior,1,0,0,0,0,0, VA
Computer Vision / Deep Learning Scientist,110-163 ,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,110,163,136,Medium,3-4,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Not Mentioned,0,0,0,0,1,0, IL
Data Solutions Engineer - Data Modeler,110-163 ,3.4,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ ,,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),110,163,136,Medium,3-4,10001 ,10000+ ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Mid-Senior,1,0,0,0,0,0, IN
Data Scientist,110-163 ,4.3,Visionary Integration Professionals,"Washington, DC","Folsom, CA",501 - 1000 ,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),110,163,136,Medium,4-5,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Master,Senior,0,1,0,0,0,0, DC
Data Scientist (TS/SCI w/ Poly),110-163 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 - 10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),110,163,136,Medium,3-4,5001 , 10000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Not Mentioned,1,0,0,0,0,0, VA
Weapons and Sensors Engineer/Scientist,110-163 ,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001 - 5000 ,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),110,163,136,Medium,3-4,1001 , 5000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,0,0,0,0,0, AL
Applied Computer Scientist,110-163 ,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500 ,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),110,163,136,Medium,4-5,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Not Mentioned,0,0,0,0,0,0, MA
Senior Data Analyst,110-163 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),110,163,136,Medium,4-5,501 , 1000 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Entry,1,1,0,0,0,0, VA
Cloud Data Engineer (Azure),110-163 ,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ ,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,110,163,136,Medium,3-4,10001 ,10000+ ,Other,False,False,False,False,False,False,False,True,False,False,False,Bachelor,Entry,0,0,0,0,0,1, VA
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",110-163 ,4.0,Exact Sciences Corporation,"Madison, WI","Madison, WI",1001 - 5000 ,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),110,163,136,Medium,3-4,1001 , 5000 ,Public,False,False,True,False,False,False,False,False,False,False,False,Bachelor,Mid-Senior,0,0,0,0,0,0, WI
Sr. Data Analyst,110-163 ,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 - 500 ,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),110,163,136,Medium,3-4,201 , 500 ,Private,False,True,False,False,False,False,False,False,False,False,False,Bachelor,Not Mentioned,0,1,0,0,0,1, PA
Senior Scientist - Toxicologist - Product Integrity (Stewardship),110-163 ,3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),110,163,136,Medium,3-4,5001 , 10000 ,Private,False,True,False,False,False,False,False,False,False,False,False,PhD,Entry,0,1,0,0,0,0, NC
Senior Machine Learning Engineer,110-163 ,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 - 200 ,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,110,163,136,Medium,4-5,51 , 200 ,Private,False,True,False,False,False,False,False,False,False,False,False,Not Mentioned,Not Mentioned,0,0,0,1,1,0, NC
Product Data Scientist - Ads Data Science,124-198 ,4.1,Twitter,"San Francisco, CA","San Francisco, CA",1001 - 5000 ,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),124,198,161,Medium,4-5,1001 , 5000 ,Public,False,False,True,False,False,False,False,False,False,False,False,PhD,Not Mentioned,1,0,0,0,0,0, CA
